date,value
06/01/2021 00:56:19,3
06/01/2021 00:57:30,3.5
06/01/2021 00:58:42,3.306
06/01/2021 00:59:54,3.419
06/01/2021 01:01:07,3.2787
06/01/2021 01:02:20,3.3333
06/01/2021 01:03:35,3.4167
06/01/2021 01:04:46,3.4449
06/01/2021 01:05:58,3.3616
06/01/2021 01:07:12,3.5
06/01/2021 01:08:26,3.1148
06/01/2021 01:09:40,3.3616
06/01/2021 01:10:53,3.4167
06/01/2021 01:12:05,3.3333
06/01/2021 01:13:19,3.3333
06/01/2021 01:14:33,3.3333
06/01/2021 01:15:47,3.222700000000001
06/01/2021 01:16:59,3.363
06/01/2021 01:19:24,2
06/01/2021 01:20:36,3.6977
06/01/2021 01:21:49,3.6667
06/01/2021 01:26:51,37.45055
06/01/2021 01:28:07,3.67045
06/01/2021 01:29:25,5.38985
06/01/2021 01:34:42,23.02856666666667
06/01/2021 01:35:59,8.693833333333332
06/01/2021 01:37:17,3.305566666666667
06/01/2021 01:42:49,15.63065
06/01/2021 01:44:12,3.264825
06/01/2021 01:45:36,3.28425
06/01/2021 01:47:02,3.360850000000001
06/01/2021 01:48:30,3.340375
06/01/2021 01:49:57,3.2228
06/01/2021 01:51:19,3.32695
06/01/2021 01:52:42,3.3274
06/01/2021 01:54:06,3.213133333333333
06/01/2021 01:55:31,3.324233333333333
06/01/2021 01:56:46,3.241166666666667
06/01/2021 01:58:04,3.3812
06/01/2021 01:59:21,3.538733333333333
06/01/2021 02:00:41,4.55935
06/01/2021 02:02:05,4.708349999999999
06/01/2021 02:03:21,3.745
06/01/2021 02:04:40,3.9315
06/01/2021 02:05:57,3.409149999999999
06/01/2021 02:07:18,3.646849999999999
06/01/2021 02:08:38,3.79975
06/01/2021 02:09:53,4
06/01/2021 02:11:08,3.88115
06/01/2021 02:12:28,3.6667
06/01/2021 02:13:48,4.4167
06/01/2021 02:15:07,3.553300000000001
06/01/2021 02:16:21,3.99365
06/01/2021 02:17:35,4.27115
06/01/2021 02:18:52,4.1257
06/01/2021 02:20:12,3.3333
06/01/2021 02:21:36,3.3343
06/01/2021 02:22:57,3.3343
06/01/2021 02:24:14,3.5
06/01/2021 02:25:33,3
06/01/2021 02:26:53,3.303300000000001
06/01/2021 02:28:11,3.1667
06/01/2021 02:29:31,3.3898
06/01/2021 02:30:54,3.306
06/01/2021 02:32:18,3.5
06/01/2021 02:33:38,3.0226
06/01/2021 02:34:59,3.4699
06/01/2021 02:36:21,5.6667
06/01/2021 02:37:32,4.3333
06/01/2021 02:38:52,4.3686
06/01/2021 02:40:02,4.0984
06/01/2021 02:41:22,3.7288
06/01/2021 02:42:46,3.1907
06/01/2021 02:43:57,3.134199999999999
06/01/2021 02:45:21,3.8983
06/01/2021 02:46:32,4.1667
06/01/2021 02:47:56,4.3333
06/01/2021 02:49:16,3.6066
06/01/2021 02:50:38,3.5297
06/01/2021 02:53:09,3.6066
06/01/2021 02:54:33,2.9421
06/01/2021 02:55:44,3.25
06/01/2021 02:57:04,3.6066
06/01/2021 02:58:25,2.881400000000001
06/01/2021 02:59:50,3.1667
06/01/2021 03:01:21,3.4426
06/01/2021 03:02:47,3.6144
06/01/2021 03:03:57,3.6144
06/01/2021 03:05:08,3.4426
06/01/2021 03:06:36,3.6144
06/01/2021 03:07:58,3.6667
06/01/2021 03:09:08,4.1667
06/01/2021 03:10:19,2.3729
06/01/2021 03:15:15,5.082
06/01/2021 03:16:39,7.131849999999999
06/01/2021 03:18:08,2.51555
06/01/2021 03:19:23,4.88605
06/01/2021 03:20:47,4.2034
06/01/2021 03:22:03,3.2769
06/01/2021 03:23:17,3.87005
06/01/2021 03:24:33,2.2951
06/01/2021 03:25:57,4.3729
06/01/2021 03:27:20,3
06/01/2021 03:28:43,3
06/01/2021 03:30:00,5.4237
06/01/2021 03:31:20,3
06/01/2021 03:32:43,4.5902
06/01/2021 03:34:04,2.5
06/01/2021 03:35:32,3.8333
06/01/2021 03:36:56,3.1667
06/01/2021 03:38:18,3
06/01/2021 03:39:39,3.1667
06/01/2021 03:41:04,2.3729
06/01/2021 03:42:25,3
06/01/2021 03:43:45,3
06/01/2021 03:45:05,2.7869
06/01/2021 03:46:27,3.2203
06/01/2021 03:47:48,2.9508
06/01/2021 03:49:09,3.050800000000001
06/01/2021 03:50:30,3
06/01/2021 03:51:51,2.9508
06/01/2021 03:53:12,3
06/01/2021 03:54:34,3
06/01/2021 03:55:55,3.5
06/01/2021 03:57:20,3.8333
06/01/2021 03:58:42,4
06/01/2021 04:00:05,3.8333
06/01/2021 04:01:26,2.5424
06/01/2021 04:02:47,3.5
06/01/2021 04:04:18,3.7288
06/01/2021 04:05:43,4.1667
06/01/2021 04:06:54,2.9105
06/01/2021 04:08:11,3.3333
06/01/2021 04:09:30,5.5
06/01/2021 04:10:47,3.7705
06/01/2021 04:12:06,3.3333
06/01/2021 04:13:18,3.1148
06/01/2021 04:14:35,3.1667
06/01/2021 04:15:51,5.3333
06/01/2021 04:17:08,2.6667
06/01/2021 04:18:24,3.1667
06/01/2021 04:19:40,3.9344
