date,value
05/30/2021 22:34:38,47.476
05/30/2021 22:35:56,48.64
05/30/2021 22:41:06,48.6
05/30/2021 22:42:28,47.864
05/30/2021 22:43:57,51.492
05/30/2021 22:49:16,57.51300000000001
05/30/2021 22:50:42,56.8755
05/30/2021 22:52:00,56.09
05/30/2021 22:53:19,422.3003333333334
05/30/2021 22:54:40,58.12466666666668
05/30/2021 22:56:03,52.137
05/30/2021 22:57:22,59.071
05/30/2021 22:58:41,59.071
05/30/2021 22:59:52,53.567
05/30/2021 23:04:57,55.394
05/30/2021 23:06:31,50.775
