date,value
06/09/2021 21:52:19,46.972
06/09/2021 21:53:20,48.568
06/09/2021 21:54:22,48.72
06/09/2021 21:55:23,54.982
06/09/2021 21:56:25,48.992
06/09/2021 21:57:26,52.384
06/09/2021 21:58:28,44.392
06/09/2021 21:59:29,50.188
06/09/2021 22:00:31,48.776
06/09/2021 22:01:32,52.28
06/09/2021 22:02:34,50.876
06/09/2021 22:03:35,44.344
06/09/2021 22:04:36,52.176
06/09/2021 22:05:38,46.1
06/09/2021 22:06:39,50.324
06/09/2021 22:07:41,46.252
06/09/2021 22:08:42,46.404
06/09/2021 22:09:44,52.096
06/09/2021 22:10:45,49.03
06/09/2021 22:11:47,52.032
06/09/2021 22:12:48,46.21
06/09/2021 22:13:49,48.368
06/09/2021 22:14:51,53.952
06/09/2021 22:15:52,63.668
06/09/2021 22:16:54,57.76
06/09/2021 22:17:55,55.632
06/09/2021 22:18:58,60.134
06/09/2021 22:20:00,57.426
06/09/2021 22:21:02,55.782
06/09/2021 22:22:05,60.81
06/09/2021 22:23:07,53.91
06/09/2021 22:24:09,60.994
06/09/2021 22:25:12,60.97
06/09/2021 22:26:15,63.014
06/09/2021 22:27:18,53.842
06/09/2021 22:28:21,58.961
06/09/2021 22:29:25,53.396
06/09/2021 22:30:28,189.07
06/09/2021 22:31:31,323.6386666666667
06/09/2021 22:32:36,56.02233333333334
06/09/2021 22:33:39,71.557
06/09/2021 22:34:42,176.44875
06/09/2021 22:35:46,123.732
06/09/2021 22:36:50,51.65649999999999
06/09/2021 22:37:54,50.33825
06/09/2021 22:38:59,50.44800000000001
06/09/2021 22:40:03,49.27520000000001
06/09/2021 22:41:06,48.8892
06/09/2021 22:42:09,51.676
06/09/2021 22:43:13,51.9605
06/09/2021 22:44:17,51.2625
06/09/2021 22:45:19,56.81075
06/09/2021 22:46:22,53.02625
06/09/2021 22:47:25,50.81133333333333
06/09/2021 22:48:29,49.45666666666667
06/09/2021 22:49:30,51.96066666666667
06/09/2021 22:50:32,49.152
06/09/2021 22:51:35,48.712
06/09/2021 22:52:38,48.214
06/09/2021 22:53:39,52.0085
06/09/2021 22:54:41,55.95650000000001
06/09/2021 22:55:43,59.778
06/09/2021 22:56:45,57.986
06/09/2021 22:57:47,56.506
06/09/2021 22:58:48,62.75
06/09/2021 22:59:50,55.48
06/09/2021 23:00:52,57.64
06/09/2021 23:01:55,59.434
06/09/2021 23:02:56,64.189
06/09/2021 23:03:58,58.445
06/09/2021 23:05:01,57.586
06/09/2021 23:06:03,53.754
06/09/2021 23:07:05,53.122
06/09/2021 23:08:08,63.852
06/09/2021 23:09:12,53.51
06/09/2021 23:10:14,57.092
06/09/2021 23:11:17,63.392
06/09/2021 23:12:19,651.61
06/09/2021 23:13:22,49.567
06/09/2021 23:14:25,60.033
06/09/2021 23:15:28,386.2126666666667
06/09/2021 23:16:31,47.39266666666666
06/09/2021 23:17:34,57.61933333333334
06/09/2021 23:18:38,46.93066666666667
06/09/2021 23:19:42,49.46866666666667
06/09/2021 23:20:45,208.00575
06/09/2021 23:21:48,49.415
06/09/2021 23:22:51,49.7525
06/09/2021 23:23:55,49.2735
06/09/2021 23:24:58,166.3568
06/09/2021 23:26:02,49.2304
06/09/2021 23:27:06,46.4024
06/09/2021 23:28:09,71.314
06/09/2021 23:29:13,71.314
06/09/2021 23:30:15,48.057
06/09/2021 23:31:18,50.43
06/09/2021 23:32:22,48.02333333333333
06/09/2021 23:33:25,51.14566666666666
06/09/2021 23:34:28,51.14566666666666
06/09/2021 23:35:30,59.1665
06/09/2021 23:36:32,80.6075
06/09/2021 23:37:35,80.6075
06/09/2021 23:38:36,63.824
06/09/2021 23:39:38,59.422
06/09/2021 23:40:40,60.977
06/09/2021 23:41:42,63.126
06/09/2021 23:42:44,61.8845
06/09/2021 23:43:46,59.6545
06/09/2021 23:44:48,54.882
06/09/2021 23:45:51,55.6965
06/09/2021 23:46:53,58.90049999999999
